[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.46.01.364 W106.38.19.636 N042.45.59.968 W106.38.18.364 RVM
                          N042.45.59.968 W106.38.18.364 N042.45.58.320 W106.38.17.913 RVM
                          N042.45.55.399 W106.38.21.269 N042.45.54.076 W106.38.24.394 RVM
                          N042.45.56.720 W106.38.18.591 N042.45.55.399 W106.38.21.269 RVM
                          N042.45.56.055 W106.38.22.612 N042.45.54.731 W106.38.26.631 RVM
                          N042.45.58.368 W106.38.18.149 N042.45.56.055 W106.38.22.612 RVM
                          N042.45.57.372 W106.38.23.063 N042.45.55.058 W106.38.27.973 RVM
                          N042.45.59.685 W106.38.18.153 N042.45.57.372 W106.38.23.063 RVM
                          N042.45.58.359 W106.38.23.960 N042.45.56.374 W106.38.28.871 RVM
                          N042.46.00.673 W106.38.18.603 N042.45.58.359 W106.38.23.960 RVM
                          N042.45.59.345 W106.38.24.857 N042.45.57.362 W106.38.29.321 RVM
                          N042.46.01.659 W106.38.19.500 N042.45.59.345 W106.38.24.857 RVM
                          N042.46.00.333 W106.38.25.307 N042.45.58.679 W106.38.29.325 RVM
                          N042.46.02.315 W106.38.21.290 N042.46.00.333 W106.38.25.307 RVM
                          N042.46.01.319 W106.38.26.204 N042.46.00.327 W106.38.28.883 RVM
                          N042.46.02.641 W106.38.23.526 N042.46.01.319 W106.38.26.204 RVM
                          N042.46.41.658 W106.37.20.566 N042.46.40.008 W106.37.21.006 RVM
                          N042.46.40.008 W106.37.21.006 N042.46.38.608 W106.37.22.271 RVM
                          N042.46.38.608 W106.37.22.271 N042.46.37.671 W106.37.24.166 RVM
                          N042.46.37.671 W106.37.24.166 N042.46.37.340 W106.37.26.404 RVM
                          N042.46.37.340 W106.37.26.404 N042.46.37.665 W106.37.28.643 RVM
                          N042.46.37.665 W106.37.28.643 N042.46.38.596 W106.37.30.543 RVM
                          N042.46.38.596 W106.37.30.543 N042.46.39.992 W106.37.31.815 RVM
                          N042.46.39.992 W106.37.31.815 N042.46.41.641 W106.37.32.265 RVM
                          N042.46.41.641 W106.37.32.265 N042.46.43.290 W106.37.31.825 RVM
                          N042.46.43.290 W106.37.31.825 N042.46.44.690 W106.37.30.560 RVM
                          N042.46.44.690 W106.37.30.560 N042.46.45.627 W106.37.28.665 RVM
                          N042.46.45.627 W106.37.28.665 N042.46.45.959 W106.37.26.427 RVM
                          N042.46.45.959 W106.37.26.427 N042.46.45.634 W106.37.24.188 RVM
                          N042.46.45.634 W106.37.24.188 N042.46.44.703 W106.37.22.287 RVM
                          N042.46.44.703 W106.37.22.287 N042.46.43.306 W106.37.21.015 RVM
                          N042.46.43.306 W106.37.21.015 N042.46.41.658 W106.37.20.566 RVM
                          N042.46.38.634 W106.37.24.170 N042.46.37.312 W106.37.26.849 RVM
                          N042.46.40.285 W106.37.21.044 N042.46.38.634 W106.37.24.170 RVM
                          N042.46.39.291 W106.37.25.066 N042.46.37.968 W106.37.29.086 RVM
                          N042.46.41.603 W106.37.20.601 N042.46.39.291 W106.37.25.066 RVM
                          N042.46.40.607 W106.37.25.963 N042.46.38.295 W106.37.30.428 RVM
                          N042.46.42.920 W106.37.21.052 N042.46.40.607 W106.37.25.963 RVM
                          N042.46.41.594 W106.37.26.860 N042.46.39.611 W106.37.31.326 RVM
                          N042.46.43.908 W106.37.21.501 N042.46.41.594 W106.37.26.860 RVM
                          N042.46.42.582 W106.37.27.310 N042.46.40.598 W106.37.32.223 RVM
                          N042.46.44.894 W106.37.22.398 N042.46.42.582 W106.37.27.310 RVM
                          N042.46.43.568 W106.37.28.207 N042.46.41.915 W106.37.32.226 RVM
                          N042.46.45.551 W106.37.23.741 N042.46.43.568 W106.37.28.207 RVM
                          N042.46.44.556 W106.37.28.657 N042.46.43.564 W106.37.31.337 RVM
                          N042.46.45.877 W106.37.25.978 N042.46.44.556 W106.37.28.657 RVM
                          N042.47.24.942 W106.36.25.009 N042.47.23.292 W106.36.25.450 RVM
                          N042.47.23.292 W106.36.25.450 N042.47.21.893 W106.36.26.715 RVM
                          N042.47.21.893 W106.36.26.715 N042.47.20.956 W106.36.28.611 RVM
                          N042.47.20.956 W106.36.28.611 N042.47.20.625 W106.36.30.849 RVM
                          N042.47.20.625 W106.36.30.849 N042.47.20.950 W106.36.33.089 RVM
                          N042.47.20.950 W106.36.33.089 N042.47.21.881 W106.36.34.990 RVM
                          N042.47.21.881 W106.36.34.990 N042.47.23.278 W106.36.36.262 RVM
                          N042.47.23.278 W106.36.36.262 N042.47.24.926 W106.36.36.711 RVM
                          N042.47.24.926 W106.36.36.711 N042.47.26.576 W106.36.36.270 RVM
                          N042.47.26.576 W106.36.36.270 N042.47.27.976 W106.36.35.005 RVM
                          N042.47.27.976 W106.36.35.005 N042.47.28.912 W106.36.33.109 RVM
                          N042.47.28.912 W106.36.33.109 N042.47.29.243 W106.36.30.871 RVM
                          N042.47.29.243 W106.36.30.871 N042.47.28.918 W106.36.28.631 RVM
                          N042.47.28.918 W106.36.28.631 N042.47.27.987 W106.36.26.730 RVM
                          N042.47.27.987 W106.36.26.730 N042.47.26.591 W106.36.25.458 RVM
                          N042.47.26.591 W106.36.25.458 N042.47.24.942 W106.36.25.009 RVM
                          N042.47.21.859 W106.36.28.837 N042.47.20.867 W106.36.31.517 RVM
                          N042.47.23.510 W106.36.25.710 N042.47.21.859 W106.36.28.837 RVM
                          N042.47.22.846 W106.36.29.733 N042.47.21.193 W106.36.33.754 RVM
                          N042.47.24.828 W106.36.24.819 N042.47.22.846 W106.36.29.733 RVM
                          N042.47.23.833 W106.36.30.183 N042.47.21.850 W106.36.35.097 RVM
                          N042.47.26.145 W106.36.25.270 N042.47.23.833 W106.36.30.183 RVM
                          N042.47.24.819 W106.36.31.527 N042.47.22.837 W106.36.35.994 RVM
                          N042.47.27.132 W106.36.26.166 N042.47.24.819 W106.36.31.527 RVM
                          N042.47.25.807 W106.36.31.977 N042.47.23.824 W106.36.36.891 RVM
                          N042.47.28.119 W106.36.27.063 N042.47.25.807 W106.36.31.977 RVM
                          N042.47.26.794 W106.36.32.874 N042.47.25.141 W106.36.36.894 RVM
                          N042.47.28.776 W106.36.28.407 N042.47.26.794 W106.36.32.874 RVM
                          N042.47.27.781 W106.36.33.323 N042.47.26.789 W106.36.36.004 RVM
                          N042.47.29.102 W106.36.30.643 N042.47.27.781 W106.36.33.323 RVM
                          N042.48.07.686 W106.35.29.424 N042.48.06.036 W106.35.29.866 RVM
                          N042.48.06.036 W106.35.29.866 N042.48.04.637 W106.35.31.131 RVM
                          N042.48.04.637 W106.35.31.131 N042.48.03.700 W106.35.33.027 RVM
                          N042.48.03.700 W106.35.33.027 N042.48.03.369 W106.35.35.266 RVM
                          N042.48.03.369 W106.35.35.266 N042.48.03.695 W106.35.37.506 RVM
                          N042.48.03.695 W106.35.37.506 N042.48.04.627 W106.35.39.407 RVM
                          N042.48.04.627 W106.35.39.407 N042.48.06.023 W106.35.40.679 RVM
                          N042.48.06.023 W106.35.40.679 N042.48.07.672 W106.35.41.128 RVM
                          N042.48.07.672 W106.35.41.128 N042.48.09.321 W106.35.40.686 RVM
                          N042.48.09.321 W106.35.40.686 N042.48.10.721 W106.35.39.421 RVM
                          N042.48.10.721 W106.35.39.421 N042.48.11.657 W106.35.37.524 RVM
                          N042.48.11.657 W106.35.37.524 N042.48.11.988 W106.35.35.286 RVM
                          N042.48.11.988 W106.35.35.286 N042.48.11.663 W106.35.33.045 RVM
                          N042.48.11.663 W106.35.33.045 N042.48.10.731 W106.35.31.145 RVM
                          N042.48.10.731 W106.35.31.145 N042.48.09.334 W106.35.29.873 RVM
                          N042.48.09.334 W106.35.29.873 N042.48.07.686 W106.35.29.424 RVM
                          N042.48.04.747 W106.35.33.034 N042.48.03.426 W106.35.35.715 RVM
                          N042.48.06.068 W106.35.29.906 N042.48.04.747 W106.35.33.034 RVM
                          N042.48.05.405 W106.35.33.930 N042.48.04.082 W106.35.37.953 RVM
                          N042.48.07.716 W106.35.29.462 N042.48.05.405 W106.35.33.930 RVM
                          N042.48.06.392 W106.35.34.827 N042.48.04.410 W106.35.39.295 RVM
                          N042.48.09.033 W106.35.29.465 N042.48.06.392 W106.35.34.827 RVM
                          N042.48.07.708 W106.35.35.724 N042.48.05.397 W106.35.40.639 RVM
                          N042.48.10.020 W106.35.30.362 N042.48.07.708 W106.35.35.724 RVM
                          N042.48.08.695 W106.35.36.621 N042.48.06.713 W106.35.41.089 RVM
                          N042.48.11.007 W106.35.31.259 N042.48.08.695 W106.35.36.621 RVM
                          N042.48.09.683 W106.35.37.071 N042.48.08.031 W106.35.41.092 RVM
                          N042.48.11.335 W106.35.32.601 N042.48.09.683 W106.35.37.071 RVM
                          N042.48.10.670 W106.35.37.967 N042.48.09.349 W106.35.40.648 RVM
                          N042.48.11.990 W106.35.35.287 N042.48.10.670 W106.35.37.967 RVM
                          N042.48.52.427 W106.34.31.523 N042.48.50.778 W106.34.31.966 RVM
                          N042.48.50.778 W106.34.31.966 N042.48.49.378 W106.34.33.232 RVM
                          N042.48.49.378 W106.34.33.232 N042.48.48.442 W106.34.35.129 RVM
                          N042.48.48.442 W106.34.35.129 N042.48.48.112 W106.34.37.368 RVM
                          N042.48.48.112 W106.34.37.368 N042.48.48.437 W106.34.39.608 RVM
                          N042.48.48.437 W106.34.39.608 N042.48.49.369 W106.34.41.509 RVM
                          N042.48.49.369 W106.34.41.509 N042.48.50.766 W106.34.42.781 RVM
                          N042.48.50.766 W106.34.42.781 N042.48.52.414 W106.34.43.230 RVM
                          N042.48.52.414 W106.34.43.230 N042.48.54.064 W106.34.42.788 RVM
                          N042.48.54.064 W106.34.42.788 N042.48.55.463 W106.34.41.521 RVM
                          N042.48.55.463 W106.34.41.521 N042.48.56.400 W106.34.39.624 RVM
                          N042.48.56.400 W106.34.39.624 N042.48.56.730 W106.34.37.385 RVM
                          N042.48.56.730 W106.34.37.385 N042.48.56.405 W106.34.35.144 RVM
                          N042.48.56.405 W106.34.35.144 N042.48.55.472 W106.34.33.244 RVM
                          N042.48.55.472 W106.34.33.244 N042.48.54.076 W106.34.31.972 RVM
                          N042.48.54.076 W106.34.31.972 N042.48.52.427 W106.34.31.523 RVM
                          N042.48.49.277 W106.34.34.976 N042.48.47.957 W106.34.37.658 RVM
                          N042.48.50.598 W106.34.31.848 N042.48.49.277 W106.34.34.976 RVM
                          N042.48.50.264 W106.34.35.873 N042.48.48.613 W106.34.39.896 RVM
                          N042.48.52.245 W106.34.31.403 N042.48.50.264 W106.34.35.873 RVM
                          N042.48.51.251 W106.34.36.770 N042.48.49.270 W106.34.41.240 RVM
                          N042.48.53.562 W106.34.31.853 N042.48.51.251 W106.34.36.770 RVM
                          N042.48.52.568 W106.34.37.667 N042.48.50.257 W106.34.42.584 RVM
                          N042.48.54.550 W106.34.32.303 N042.48.52.568 W106.34.37.667 RVM
                          N042.48.53.555 W106.34.38.564 N042.48.51.574 W106.34.43.034 RVM
                          N042.48.55.537 W106.34.33.199 N042.48.53.555 W106.34.38.564 RVM
                          N042.48.54.543 W106.34.39.013 N042.48.52.562 W106.34.43.036 RVM
                          N042.48.56.194 W106.34.34.543 N042.48.54.543 W106.34.39.013 RVM
                          N042.48.55.530 W106.34.39.910 N042.48.54.209 W106.34.42.592 RVM
                          N042.48.56.521 W106.34.37.228 N042.48.55.530 W106.34.39.910 RVM
                          N042.54.24.433 W106.36.48.076 N042.54.22.783 W106.36.48.518 RVM
                          N042.54.22.783 W106.36.48.518 N042.54.21.383 W106.36.49.785 RVM
                          N042.54.21.383 W106.36.49.785 N042.54.20.446 W106.36.51.685 RVM
                          N042.54.20.446 W106.36.51.685 N042.54.20.115 W106.36.53.927 RVM
                          N042.54.20.115 W106.36.53.927 N042.54.20.440 W106.36.56.171 RVM
                          N042.54.20.440 W106.36.56.171 N042.54.21.371 W106.36.58.076 RVM
                          N042.54.21.371 W106.36.58.076 N042.54.22.768 W106.36.59.350 RVM
                          N042.54.22.768 W106.36.59.350 N042.54.24.416 W106.36.59.800 RVM
                          N042.54.24.416 W106.36.59.800 N042.54.26.066 W106.36.59.359 RVM
                          N042.54.26.066 W106.36.59.359 N042.54.27.466 W106.36.58.091 RVM
                          N042.54.27.466 W106.36.58.091 N042.54.28.402 W106.36.56.192 RVM
                          N042.54.28.402 W106.36.56.192 N042.54.28.734 W106.36.53.950 RVM
                          N042.54.28.734 W106.36.53.950 N042.54.28.409 W106.36.51.705 RVM
                          N042.54.28.409 W106.36.51.705 N042.54.27.477 W106.36.49.801 RVM
                          N042.54.27.477 W106.36.49.801 N042.54.26.081 W106.36.48.527 RVM
                          N042.54.26.081 W106.36.48.527 N042.54.24.433 W106.36.48.076 RVM
                          N042.54.21.431 W106.36.51.835 N042.54.20.110 W106.36.54.520 RVM
                          N042.54.22.753 W106.36.48.702 N042.54.21.431 W106.36.51.835 RVM
                          N042.54.22.418 W106.36.52.734 N042.54.20.766 W106.36.56.762 RVM
                          N042.54.24.401 W106.36.48.258 N042.54.22.418 W106.36.52.734 RVM
                          N042.54.23.405 W106.36.53.632 N042.54.21.423 W106.36.58.107 RVM
                          N042.54.25.717 W106.36.48.710 N042.54.23.405 W106.36.53.632 RVM
                          N042.54.24.392 W106.36.54.083 N042.54.22.409 W106.36.59.454 RVM
                          N042.54.26.706 W106.36.48.712 N042.54.24.392 W106.36.54.083 RVM
                          N042.54.25.379 W106.36.54.981 N042.54.23.396 W106.36.59.905 RVM
                          N042.54.27.692 W106.36.49.611 N042.54.25.379 W106.36.54.981 RVM
                          N042.54.26.695 W106.36.55.881 N042.54.24.714 W106.36.59.460 RVM
                          N042.54.28.349 W106.36.51.405 N042.54.26.695 W106.36.55.881 RVM
                          N042.54.27.683 W106.36.56.332 N042.54.26.362 W106.36.59.016 RVM
                          N042.54.28.675 W106.36.53.646 N042.54.27.683 W106.36.56.332 RVM
                          N042.54.23.106 W106.38.10.501 N042.54.21.456 W106.38.10.942 RVM
                          N042.54.21.456 W106.38.10.942 N042.54.20.056 W106.38.12.209 RVM
